0
76
29
102
72
46
49
99
113
39
102
39
48
86
47
74
120
92
43
71
59
123
57
73
126
82
62
49
97
52
83
57
93
68
73
66
94
54
62
86
101
90
99
58
83
92
89
106
76
59
75
59
46
121
92
92
77
84
70
71
59
35
65
113
53
57
80
153
63
108
80
86
109
70
171
67
100
67
87
112
20
65
95
88
61
156
109
81
110
76
47
179
146
99
101
70
56
166
129
87
89
106
47
75
157
89
89
62
61
69
87
224
63
